wind_speed_bin,rows,mae_kw,rmse_kw,r2,mean_residual_kw,median_absolute_error_kw,p95_absolute_error_kw,max_absolute_error_kw
0-3,11780,2.281824663090479,3.6592144136098885,-0.671760650089338,-0.5523947420753018,1.4165636204714596,8.243822175499028,29.406193523882298
3-5,19528,9.035651497220043,12.912248410404013,0.9104812835683243,0.2892969118233556,6.130026543113791,27.642430790287907,111.34205823955796
5-8,39633,33.71898728801698,45.11534748338188,0.9548090391604617,8.657751398203692,25.471092021815934,93.87334004433157,308.883454424585
8-12,11501,59.48706638028903,76.09471579550458,0.9298648702943844,8.790591477076894,49.151271721704234,151.34861807436755,573.5527867966377
12-15,1078,43.091679623661406,58.20185446887208,0.7339858897097329,0.4813052877507044,35.526547292397936,104.1090893271153,532.666391562645
15-40,22,113.22351653246739,224.50625371487791,-21.39236411878017,107.60470620968998,83.41281823285408,111.54371622931792,990.2645998495766
