era5_wind_speed_bin,rows,mae_kw,rmse_kw,r2,mean_residual_kw,median_absolute_error_kw,p95_absolute_error_kw,max_absolute_error_kw
0-3,8760,6.494604346039113,15.954211802121927,0.9849870527599689,0.5513702941290846,1.8459462636450499,30.078987982712373,269.70996442067485
3-5,21305,13.339877888155954,22.66967159152046,0.9724283834574744,2.076433231856699,6.111408887267459,50.38659679298181,204.10371291792558
5-8,31032,27.87714903932082,41.226206131725114,0.9776780554722267,7.238087098015235,17.704401626727645,90.01944807020818,532.666391562645
8-12,20117,47.73266341691839,63.73587226104941,0.9790906176016474,10.133077999929029,36.73728225598893,128.78684072848404,990.2645998495766
12-15,2328,45.70305290713281,57.87314453628548,0.9767692383314336,-13.430531924116238,38.57316392914072,114.85792373988895,253.4829148451372
