Wind_turbine_name,rows,mae_kw,rmse_kw,r2,mean_residual_kw,median_absolute_error_kw,p95_absolute_error_kw,max_absolute_error_kw
R80711,20881,30.403653929321273,46.98414560656373,0.9906854979573413,6.253242091793646,17.24496354858138,102.8766423279294,308.883454424585
R80721,20887,21.92442667470667,33.91985338484467,0.9930978028159679,-0.8364369010175304,12.39836677813173,75.72722137848733,358.2627333966591
R80736,20887,22.059591885149693,35.61246555385533,0.9938744298463484,6.699699545378994,12.010790964721991,76.49103676106712,990.2645998495766
R80790,20887,34.435980525434196,53.0677948276328,0.9867053967561195,9.250810046468864,19.007358941191114,118.50962331953278,532.666391562645
